  1.00374475610749648E-003  1.58657448584866244E-007
  1.01388359202777417E-003  1.54798480262698668E-007
  1.02412484043209518E-003  1.51033372244905812E-007
  1.03446953578999515E-003  1.47359841600924053E-007
  1.04491872302019703E-003  1.43775660927092133E-007
  1.05547345759615858E-003  1.40278656996090157E-007
  1.06613480565268546E-003  1.36866709439227936E-007
  1.07690384409362175E-003  1.33537749460783386E-007
  1.08778166070062801E-003  1.30289758583611874E-007
  1.09876935424305859E-003  1.27120767425265245E-007
  1.10986803458894799E-003  1.24028854503879232E-007
  1.12107882281711909E-003  1.21012145073104603E-007
  1.13240285133042328E-003  1.18068809985376170E-007
  1.14384126397012445E-003  1.15197064582829782E-007
  1.15539521613143895E-003  1.12395167615195151E-007
  1.16706587488024129E-003  1.09661420184008796E-007
  1.17885441907095070E-003  1.06994164712505889E-007
  1.19076203946560672E-003  1.04391783940567533E-007
  1.20278993885414819E-003  1.01852699944113430E-007
  1.21493933217590717E-003  9.93753731783454915E-008
  1.22721144664233051E-003  9.69583015442622846E-008
  1.23960752186093987E-003  9.46000194778783892E-008
  1.25212880996054539E-003  9.22990970615961625E-008
  1.26477657571772263E-003  9.00541391571916017E-008
  1.27755209668456828E-003  8.78637845598879534E-008
  1.29045666331774572E-003  8.57267051730046390E-008
  1.30349157910883418E-003  8.36416052026809539E-008
  1.31665816071599418E-003  8.16072203721861461E-008
  1.32995773809696386E-003  7.96223171553395245E-008
  1.34339165464339785E-003  7.76856920285758271E-008
  1.35696126731656348E-003  7.57961707412023683E-008
  1.37066794678440749E-003  7.39526076034054971E-008
  1.38451307756000765E-003  7.21538847915744592E-008
  1.39849805814142199E-003  7.03989116705218577E-008
  1.41262430115295145E-003  6.86866241321892960E-008
  1.42689323348782981E-003  6.70159839504374462E-008
  1.44130629645235339E-003  6.53859781515295755E-008
  1.45586494591146815E-003  6.37956183999262371E-008
  1.47057065243582632E-003  6.22439403990193465E-008
  1.48542490145032969E-003  6.07300033064417894E-008
  1.50042919338417148E-003  5.92528891635983412E-008
  1.51558504382239543E-003  5.78117023390719204E-008
  1.53089398365898540E-003  5.64055689855675385E-008
  1.54635755925150052E-003  5.50336365100649880E-008
  1.56197733257727321E-003  5.36950730568587199E-008
  1.57775488139118509E-003  5.23890670031715014E-008
  1.59369179938503554E-003  5.11148264670362213E-008
  1.60978969634852087E-003  4.98715788271472103E-008
  1.62605019833183921E-003  4.86585702543900811E-008
  1.64247494780993871E-003  4.74750652547659219E-008
  1.65906560384842302E-003  4.63203462234329829E-008
  1.67582384227113446E-003  4.51937130095949828E-008
