"Diameters (km)"
628.67955670200
603.12585544700
582.28517772100
549.39275684700
417.13945337600
401.55924920100
393.54698604500
359.05374574500
333.28461135800
330.79116162500
315.76747197400
308.09434150000
299.35803327100
265.18714504600
255.76985416400
252.19359601800
250.89701250800
241.64514558600
240.78545453000
231.69602083600
229.96070021200
226.91016017900
221.89444258100
221.56270492500
220.89463781500
220.53092785600
218.80229048800
210.02423941800
207.02805836900
205.51074799700
205.00453447500
204.08314886900
193.63152767600
187.09360562100
185.44082106500
185.05602771900
184.82611176000
184.13493829800
180.65115410100
180.08799743700
177.40019817300
176.98557032000
174.79927604900
174.75694179900
173.02841163000
170.71656137300
169.86744279200
169.38041783700
169.07583791600
168.69850593700
167.70424078900
166.98305214400
166.28615528600
163.89393525300
163.33372574700
162.59974346900
161.11149431300
160.93255629200
160.12757637800
159.48892607300
156.97285364200
153.83733947200
153.58988061400
153.20381601400
153.10250583000
151.16600036600
151.04427927100
149.05950380200
148.22071283400
148.10783197000
147.96182884700
146.46483237900
145.76899719200
145.74657949500
144.06358080100
141.10179047400
139.33375894400
139.23828245100
138.34192742000
138.02512451000
137.36485961400
136.92999267600
136.58054755900
135.42634857600
135.30920263600
135.10465379100
133.52749486400
133.24207628700
129.98406193100
129.81657670200
129.76047752700
129.61575016900
129.36507164800
128.99166549800
128.69641557400
128.50329913200
128.49112803100
128.09599304200
127.72305963400
126.97688736200
126.30599975600
125.72992305700
125.46479068300
125.15867528100
124.83125999100
124.29702801400
124.07578245200
124.00723744200
123.62822061300
123.59681167000
123.31221209700
123.16827514600
123.07973255100
123.06968740400
123.05306558500
123.00000000000
122.97452734400
122.95863099800
122.85058619600
122.83984816400
122.49266528300
122.00433004100
121.64657986900
121.07558799600
121.03219784700
120.62904741700
120.36865029500
119.74906609800
119.47899745600
118.96843216600
118.77811863700
117.19120274800
117.06668749100
115.85251445900
115.77242446800
115.55231119500
115.40852182500
114.88500213600
114.70683082200
113.89003670700
113.85267038900
113.64985803000
113.53388978700
113.50604993100
113.02131881800
112.85284287200
112.67669888000
112.60018614900
112.36869857400
112.32776708600
111.62794209400
111.57193699300
111.36133842700
111.19291649000
110.78505639900
110.67538350600
110.60722498700
110.42840359400
110.19472267500
