   1.0000000000000001E-009   2877147499498532.0     
   1.0200000000000000E-009   2737646795893616.0     
   1.0404000000000000E-009   2604909890915519.0     
   1.0612080000000001E-009   2478608836599235.5     
   1.0824321600000001E-009   2358431585788416.0     
   1.1040808032000001E-009   2244081221172459.2     
   1.1261624192640001E-009   2135275221704339.5     
   1.1486856676492801E-009   2031744764586719.5     
   1.1716593810022658E-009   1933234061101808.0     
   1.1950925686223112E-009   1839499724644015.0     
   1.2189944199947575E-009   1750310169394025.8     
   1.2433743083946527E-009   1665445038148629.0     
   1.2682417945625457E-009   1584694657892648.2     
   1.2936066304537966E-009   1507859521767890.0     
   1.3194787630628725E-009   1434749796159225.2     
   1.3458683383241301E-009   1365184851679976.8     
   1.3727857050906126E-009   1298992816897844.8     
   1.4002414191924248E-009   1236010153698768.0     
   1.4282462475762733E-009   1176081253239597.2     
   1.4568111725277987E-009   1119058051491313.2     
   1.4859473959783548E-009   1064799663422924.4     
   1.5156663438979220E-009   1013172034922242.1     
   1.5459796707758804E-009   964047611593541.62     
   1.5768992641913980E-009   917305023613822.62     
   1.6084372494752259E-009   872828785869057.62     
   1.6406059944647304E-009   830509012629562.25     
   1.6734181143540251E-009   790241146059550.75     
   1.7068864766411057E-009   751925697890113.00     
   1.7410242061739278E-009   715468003617375.38     
   1.7758446902974063E-009   680777988618552.75     
   1.8113615841033544E-009   647769945608043.12     
   1.8475888157854215E-009   616362322883733.50     
   1.8845405921011299E-009   586477522840347.50     
   1.9222314039431525E-009   558041710252026.19     
   1.9606760320220155E-009   530984629850476.75     
   1.9998895526624558E-009   505239432747982.62     
   2.0398873437157050E-009   480742511276428.81     
   2.0806850905900193E-009   457433341834283.31     
   2.1222987924018196E-009   435254335353262.50     
   2.1647447682498559E-009   414150695015235.56     
   2.2080396636148532E-009   394070280867834.12     
   2.2522004568871503E-009   374963481004277.75     
   2.2972444660248935E-009   356783088989143.81     
   2.3431893553453915E-009   339484187227243.75     
   2.3900531424522993E-009   323024035987448.75     
   2.4378542053013454E-009   307361967807279.62     
   2.4866112894073724E-009   292459287017372.00     
   2.5363435151955198E-009   278279174137574.75     
   2.5870703854994304E-009   264786594908476.09     
   2.6388117932094188E-009   251948213733607.41     
   2.6915880290736073E-009   239732311318466.72     
   2.7454197896550797E-009   228108706302878.09     
   2.8003281854481814E-009   217048680693066.62     
   2.8563347491571452E-009   206524908909215.03     
   2.9134614441402881E-009   196511390273205.44     
   2.9717306730230940E-009   186983384769743.91     
   3.0311652864835558E-009   177917351922156.34     
   3.0917885922132270E-009   169290892631838.28     
   3.1536243640574918E-009   161082693837663.81     
   3.2166968513386418E-009   153272475858625.16     
   3.2810307883654148E-009   145840942289604.94     
   3.3466514041327232E-009   138769732326490.44     
   3.4135844322153777E-009   132041375402841.08     
   3.4818561208596854E-009   125639248026031.98     
   3.5514932432768790E-009   119547532706230.39     
   3.6225231081424166E-009   113751178876731.67     
   3.6949735703052649E-009   108235865709103.47     
   3.7688730417113704E-009   102987966731265.55     
   3.8442505025455979E-009   97994516161089.562     
   3.9211355125965100E-009   93243176872339.844     
   3.9995582228484400E-009   88722209913810.172     
   4.0795493873054091E-009   84420445506348.656     
   4.1611403750515173E-009   80327255446114.078     
   4.2443631825525480E-009   76432526845881.406     
   4.3292504462035990E-009   72726637149520.500     
   4.4158354551276712E-009   69200430357916.695     
   4.5041521642302245E-009   65845194407596.117     
   4.5942352075148293E-009   62652639646165.500     
   4.6861199116651259E-009   59614878351386.992     
   4.7798423098984285E-009   56724405243286.180     
   4.8754391560963972E-009   53974078941145.578     
   4.9729479392183253E-009   51357104319570.047     
   5.0724068980026919E-009   48867015720031.844     
   5.1738550359627457E-009   46497660976416.820     
   5.2773321366820008E-009   44243186215104.242     
   5.3828787794156406E-009   42098021392026.477     
   5.4905363550039534E-009   40056866530975.344     
   5.6003470821040330E-009   38114678629154.781     
   5.7123540237461134E-009   36266659197627.867     
   5.8266011042210357E-009   34508242405874.707     
   5.9431331263054570E-009   32835083801170.707     
   6.0619957888315665E-009   31243049574914.289     
   6.1832357046081981E-009   29728206349385.012     
   6.3069004187003620E-009   28286811459698.551     
   6.4330384270743695E-009   26915303706948.527     
   6.5616991956158571E-009   25610294559689.383     
   6.6929331795281742E-009   24368559782022.078     
   6.8267918431187378E-009   23187031467598.484     
   6.9633276799811128E-009   22062790459863.180     
   7.1025942335807350E-009   20993059139805.660     
   7.2446461182523501E-009   19975194563403.875     
   7.3895390406173968E-009   19006681931804.129     
   7.5373298214297441E-009   18085128378104.277     
   7.6880764178583384E-009   17208257055389.500     
   7.8418379462155052E-009   16373901511414.256     
   7.9986747051398157E-009   15580000336032.035     
   8.1586481992426127E-009   14824592068148.607     
   8.3218211632274651E-009   14105810349615.564     
   8.4882575864920139E-009   13421879314091.020     
   8.6580227382218550E-009   12771109199474.955     
   8.8311831929862929E-009   12151892173079.016     
   9.0078068568460189E-009   11562698359216.129     
   9.1879629939829401E-009   11002072059395.488     
   9.3717222538625987E-009   10468628155784.299     
   9.5591566989398507E-009   9961048689050.4297     
   9.7503398329186472E-009   9478079602130.9844     
   9.9453466295770211E-009   9018527641881.7656     
   1.0144253562168562E-008   8581257410952.6338     
   1.0347138633411934E-008   8165188562604.9385     
   1.0554081406080172E-008   7769293131540.4082     
   1.0765163034201776E-008   7392592994146.8125     
   1.0980466294885811E-008   7034157451885.5957     
   1.1200075620783529E-008   6693100931850.7900     
   1.1424077133199200E-008   6368580798818.1074     
   1.1652558675863184E-008   6059795273378.5059     
   1.1885609849380449E-008   5765981451012.6416     
   1.2123322046368058E-008   5486413417212.0244     
   1.2365788487295419E-008   5220400453989.9688     
   1.2613104257041328E-008   4967285333351.2256     
   1.2865366342182155E-008   4726442693504.0654     
   1.3122673669025798E-008   4497277493802.9541     
   1.3385127142406314E-008   4279223544604.5146     
   1.3652829685254440E-008   4071742108404.5625     
   1.3925886278959530E-008   3874320568800.0737     
   1.4204404004538721E-008   3686471163987.5591     
   1.4488492084629495E-008   3507729781668.7402     
   1.4778261926322086E-008   3337654812386.1440     
   1.5073827164848527E-008   3175826058455.6084     
   1.5375303708145499E-008   3021843695800.0249     
   1.5682809782308408E-008   2875327286119.3745     
   1.5996465977954577E-008   2735914836956.4517     
   1.6316395297513668E-008   2603261907336.0283     
   1.6642723203463941E-008   2477040756767.7832     
   1.6975577667533219E-008   2356939535510.4834     
   1.7315089220883884E-008   2242661514096.8208     
   1.7661391005301560E-008   2133924350215.3369     
   1.8014618825407591E-008   2030459391138.1299     
   1.8374911201915743E-008   1932011009970.8977     
   1.8742409425954057E-008   1838335974085.4031     
   1.9117257614473137E-008   1749202844173.9749     
   1.9499602766762601E-008   1664391402441.3137     
   1.9889594822097853E-008   1583692108520.8577     
   2.0287386718539812E-008   1506905581771.4570     
